encoder,opn,pre_type,use_static,use_cl,gpu,datetime,pre_weight,train_len,test_len,temperature,lr,n_hidden,filter_MRR,filter_H@1,filter_H@3,filter_H@10,filter_inv_MRR,filter_inv_H@1,filter_inv_H@3,filter_inv_H@10,all_MRR,all_H@1,all_H@3,all_H@10,filter_all_MRR,filter_all_H@1,filter_all_H@3,filter_all_H@10
uvrgcn,sub,all,True,True,0,2025-12-25 22:55:34.186490,0.9,7,7,0.05,0.001,200,0.3684360682964325,0.2541729807853699,0.41992130875587463,0.5910586714744568,0.3341695964336395,0.22533051669597626,0.3761025369167328,0.5531738996505737,0.33294057846069336,0.21635887026786804,0.3818851560354233,0.5646483302116394,0.351302832365036,0.23975174874067307,0.3980119228363037,0.5721162855625153
uvrgcn,sub,all,True,True,0,2025-12-26 04:05:14.340043,0.9,7,7,0.05,0.001,200,0.38608911633491516,0.26991623640060425,0.4391361474990845,0.6141083836555481,0.3508016765117645,0.2398829460144043,0.3943082094192505,0.5738217830657959,0.3479558229446411,0.22882229089736938,0.3985266089439392,0.5862852036952972,0.36844539642333984,0.2548995912075043,0.4167221784591675,0.593965083360672
uvrgcn,sub,all,True,True,0,2025-12-26 15:09:58.164762,0.9,7,7,0.07,0.001,200,0.38039010763168335,0.26428499817848206,0.4330003261566162,0.606519341468811,0.3489369750022888,0.2389141321182251,0.3916237950325012,0.5705520510673523,0.34433984756469727,0.2257039099931717,0.3946715295314789,0.5809870064258575,0.3646635413169861,0.2515995651483536,0.4123120605945587,0.5885356962680817
uvrgcn,sub,all,True,True,0,2025-12-27 13:20:54.465536,0.9,7,7,0.05,0.001,200,0.37170904874801636,0.25643354654312134,0.4236350953578949,0.5967100858688354,0.3374870717525482,0.22805531322956085,0.3781411051750183,0.5592088103294373,0.3356932997703552,0.2181955873966217,0.384468674659729,0.5700474381446838,0.3545980453491211,0.2422444298863411,0.4008881002664566,0.5779594480991364
uvrgcn,sub,all,True,True,0,2026-01-08 19:39:05.892921,0.9,7,7,0.05,0.001,200,0.3874373733997345,0.27050158381462097,0.44404077529907227,0.6125542521476746,0.3505365252494812,0.23978202044963837,0.3933393955230713,0.5721465349197388,0.34820252656936646,0.22851953655481339,0.4003128558397293,0.584821879863739,0.36898696422576904,0.25514180213212967,0.4186900854110718,0.5923503935337067
uvrgcn,sub,all,True,True,0,2026-01-09 03:27:27.345786,0.9,7,7,0.05,0.001,200,0.37483373284339905,0.2609345018863678,0.4279947578907013,0.5946109890937805,0.3395236134529114,0.23130488395690918,0.38011908531188965,0.5584620237350464,0.3379177749156952,0.22115249186754227,0.38745585083961487,0.5693612098693848,0.3571786880493164,0.2461196929216385,0.40405692160129547,0.5765365064144135
uvrgcn,sub,all,True,True,0,2026-01-15 16:43:10.360687,0.9,7,7,0.05,0.001,200,0.392966628074646,0.2767181396484375,0.4478756785392761,0.6196185350418091,0.3556758761405945,0.2444848120212555,0.4000605642795563,0.5794731974601746,0.35292279720306396,0.23312141001224518,0.4057018905878067,0.5920173525810242,0.37432125210762024,0.2606014758348465,0.4239681214094162,0.5995458662509918
uvrgcn,sub,all,True,True,0,2026-01-22 21:45:58.999660,0.9,7,7,0.05,0.001,200,0.39151081442832947,0.2770209014415741,0.4426279366016388,0.6167120933532715,0.3545200526714325,0.2433343529701233,0.3984660506248474,0.577919065952301,0.3523547947406769,0.2337975651025772,0.40262389183044434,0.5896559059619904,0.373015433549881,0.2601776272058487,0.4205469936132431,0.5973155796527863
uvrgcn,sub,all,True,True,0,2026-02-01 13:34:44.792370,0.9,7,7,0.05,0.001,200,0.3663477897644043,0.24908669292926788,0.4193359613418579,0.5948531627655029,0.3295031189918518,0.2164698839187622,0.3714804947376251,0.5576344728469849,0.3295949697494507,0.21017257124185562,0.3785952180624008,0.5684428513050079,0.34792545437812805,0.23277828842401505,0.3954082280397415,0.5762438178062439
uvrgcn,sub,all,True,True,0,2026-08-12 01:03:45.755628,0.9,7,7,0.05,0.001,200,0.3879915177822113,0.2726006805896759,0.4404480755329132,0.6167120933532715,0.35178375244140625,0.2397618442773819,0.39535775780677795,0.57688969373703,0.3490961790084839,0.22938743233680725,0.4000403732061386,0.5887879729270935,0.36988765001296997,0.2561812624335289,0.4179029166698456,0.5968008935451508
uvrgcn,sub,all,True,True,0,2026-08-12 08:38:33.015380,0.9,7,7,0.05,0.001,200,0.38901424407958984,0.273105263710022,0.44095268845558167,0.6163689494132996,0.3540879487991333,0.2430315911769867,0.39687153697013855,0.579977810382843,0.35096025466918945,0.2318902090191841,0.400696337223053,0.5901201069355011,0.3715510964393616,0.25806842744350433,0.4189121127128601,0.5981733798980713
uvrgcn,sub,all,True,False,0,2026-08-12 13:06:07.855663,0.9,7,7,0.05,0.001,200,0.38762885332107544,0.2715309262275696,0.440690279006958,0.6160056591033936,0.35053226351737976,0.23877283930778503,0.3938036262989044,0.5754566788673401,0.348452091217041,0.22917550057172775,0.39935413002967834,0.5883338451385498,0.3690805435180664,0.2551518827676773,0.4172469526529312,0.5957311689853668
uvrgcn,sub,all,True,True,0,2026-08-13 21:51:49.403403,0.9,7,7,0.05,0.001,200,0.37126442790031433,0.25637298822402954,0.4231506884098053,0.5954990386962891,0.3366706371307373,0.22799475491046906,0.37703099846839905,0.5599555969238281,0.33553817868232727,0.21902311593294144,0.3831668347120285,0.5699263513088226,0.353967547416687,0.2421838715672493,0.4000908434391022,0.5777273178100586
uvrgcn,sub,all,True,True,0,2026-08-18 19:43:49.572188,0.9,7,7,0.03,0.001,200,0.39078065752983093,0.27500253915786743,0.443778395652771,0.6167524456977844,0.3535316288471222,0.24311232566833496,0.3976385295391083,0.5745282173156738,0.3518010079860687,0.23335352540016174,0.40220002830028534,0.5883136689662933,0.37215614318847656,0.2590574324131012,0.42070846259593964,0.5956403315067291
