encoder,opn,pre_type,use_static,use_cl,gpu,datetime,pre_weight,train_len,test_len,temperature,lr,n_hidden,filter_MRR,filter_H@1,filter_H@3,filter_H@10,filter_inv_MRR,filter_inv_H@1,filter_inv_H@3,filter_inv_H@10,all_MRR,all_H@1,all_H@3,all_H@10,filter_all_MRR,filter_all_H@1,filter_all_H@3,filter_all_H@10
uvrgcn,sub,all,True,True,0,2026-08-16 04:18:00.212592,0.9,9,9,0.07,0.001,200,0.5979379415512085,0.4888754189014435,0.6666738986968994,0.8033102750778198,0.5611622333526611,0.4507463276386261,0.6304512619972229,0.7663077712059021,0.5597749948501587,0.4381377398967743,0.6392686069011688,0.7835091650485992,0.5795500874519348,0.4698108732700348,0.6485625803470612,0.784809023141861
uvrgcn,sub,all,True,True,1,2026-08-17 10:43:06.711019,0.9,9,9,0.07,0.001,200,0.5846222639083862,0.47628846764564514,0.6486275792121887,0.7919365763664246,0.5504292249679565,0.4393942654132843,0.6180809736251831,0.7598518133163452,0.5488594770431519,0.4283130019903183,0.624926894903183,0.7744860053062439,0.5675257444381714,0.4578413665294647,0.6333542764186859,0.7758941948413849
