snapshot_index,temporal_position,mrr_filter,mrr_raw,num_triples,error
0,0.0,0.5050432235002518,0.4931861609220505,350,0.49495677649974823
1,0.03333333333333333,0.48743516206741333,0.4764912575483322,328,0.5125648379325867
2,0.06666666666666667,0.4525861442089081,0.4434935450553894,316,0.5474138557910919
3,0.1,0.4768272638320923,0.4655280262231827,276,0.5231727361679077
4,0.13333333333333333,0.4850839376449585,0.47891539335250854,248,0.5149160623550415
5,0.16666666666666666,0.5048859715461731,0.49725931882858276,164,0.4951140284538269
6,0.2,0.4633222967386246,0.45656029880046844,164,0.5366777032613754
7,0.23333333333333334,0.48377977311611176,0.47689977288246155,288,0.5162202268838882
8,0.26666666666666666,0.4983377307653427,0.4852116256952286,318,0.5016622692346573
9,0.3,0.46670539677143097,0.4493574798107147,321,0.533294603228569
10,0.3333333333333333,0.4398002326488495,0.43069204688072205,325,0.5601997673511505
11,0.36666666666666664,0.4854080528020859,0.46395784616470337,293,0.5145919471979141
12,0.4,0.4934253394603729,0.4798264652490616,112,0.5065746605396271
13,0.43333333333333335,0.5815260708332062,0.5595172047615051,153,0.4184739291667938
14,0.4666666666666667,0.5119108557701111,0.4844822734594345,357,0.4880891442298889
15,0.5,0.4804513454437256,0.4719494730234146,300,0.5195486545562744
16,0.5333333333333333,0.4318881034851074,0.41444215178489685,328,0.5681118965148926
17,0.5666666666666667,0.4724106192588806,0.4635842889547348,261,0.5275893807411194
18,0.6,0.4508650004863739,0.44147250056266785,231,0.5491349995136261
19,0.6333333333333333,0.5167412757873535,0.5048418492078781,121,0.4832587242126465
20,0.6666666666666666,0.5001108050346375,0.49395105242729187,119,0.49988919496536255
21,0.7,0.48266761004924774,0.46302707493305206,289,0.5173323899507523
22,0.7333333333333333,0.5191693603992462,0.5019449889659882,274,0.4808306396007538
23,0.7666666666666667,0.5118228495121002,0.5011165738105774,203,0.4881771504878998
24,0.8,0.556363046169281,0.5377425253391266,150,0.443636953830719
25,0.8333333333333334,0.5642348229885101,0.5526247918605804,165,0.43576517701148987
26,0.8666666666666667,0.5861822962760925,0.5795530080795288,114,0.41381770372390747
27,0.9,0.5536529719829559,0.5462985634803772,123,0.44634702801704407
28,0.9333333333333333,0.5395326912403107,0.5257633030414581,310,0.46046730875968933
29,0.9666666666666667,0.5605132877826691,0.5528299510478973,193,0.43948671221733093
30,1.0,0.5372701585292816,0.5306207239627838,177,0.4627298414707184
